1650817781.79968,-5186377722.871193,-2355483641.698627,227985194.1326559,486883273.7430152,-745299693.0723644,-1610316187.893562,-255654509.7968583,510219017.5791208,137707346.885666,371023796.4898027,207261457.2303022,-178279712.3525783,-137909092.2464623,716747093.4229466,5012046.517045532,-1226738978.039049,-302790902.8511778,-147492332.7831162,-130721062.4450694
-5186377722.871193,19533265954.55371,12538100344.07066,-2327612451.732881,-3334685952.006987,4105624363.918116,7558164847.882508,1115398002.960664,-1914450684.03469,108755793.3463195,-1812609511.432395,-999360068.0510108,622560402.9965217,398766812.8844628,-3690550596.324234,269377910.0533939,6047788696.679316,1296208599.136824,862396815.5338205,979117630.3250976
-2355483641.698627,12538100344.07066,41325248334.80395,-4667222336.334019,-13311671984.74234,10024870710.60811,30936784593.2273,6002519193.178081,-15734138132.63878,-2832424976.62489,-5720369633.828305,-436162649.7860216,6280730129.7267,-332539859.3170685,-13097928778.64133,-749111577.6913841,22519926875.55688,5360239156.726534,4114926552.602829,887053893.6080364
227985194.1326559,-2327612451.732881,-4667222336.334019,19308510891.84051,2671903923.393466,1572534864.335562,-12445892560.3667,14827763048.91037,-6698973490.219475,-8691091779.462248,-2163503000.937726,4385005137.447186,6715118781.389949,4812348976.057641,4285802546.986969,-6094139287.101326,-7328766032.255503,4276869108.230841,3988871688.66987,-4248606288.449955
486883273.7430152,-3334685952.006987,-13311671984.74234,2671903923.393466,20670740860.08582,-3476568215.183232,-9213131427.759607,-9371869565.597794,-6174308750.686885,-12301786711.98342,14690243508.28998,956703489.123294,-9134579486.442816,592062504.1007857,7575613848.215229,-5575991248.588766,-6501486768.949892,-5727171612.884274,-10676556408.21522,-5390487463.629997
-745299693.0723644,4105624363.918116,10024870710.60811,1572534864.335562,-3476568215.183232,26688562240.09062,3469944926.959018,1313050213.195492,-11788595578.38961,-9740832200.176155,-20758926121.47866,-8754679873.552664,-10838683255.22316,7696110251.776549,6571205543.088823,231201632.2336112,20718591886.66211,14163042207.66624,-1149371674.73872,-1599336055.809743
-1610316187.893562,7558164847.882508,30936784593.2273,-12445892560.3667,-9213131427.759607,3469944926.959018,48006839448.1059,-5325767102.643971,-7981899721.537498,3487157163.96444,7163151674.580834,-4078623062.209335,3955647076.433523,-5321719637.213439,-40739493970.53604,9871846909.320002,58795589629.23152,-2900757229.653855,-2983866995.72551,9657549227.571562
-255654509.7968583,1115398002.960664,6002519193.178081,14827763048.91037,-9371869565.597794,1313050213.195492,-5325767102.643971,40740866183.94087,-9493444133.092684,5000759954.187849,-18104109945.25748,22377806447.25507,23687488414.40504,28793040895.87772,-9228166793.337906,-7960190943.016791,-2462749103.282764,24978955041.58308,24203427579.27582,-1432281880.959617
510219017.5791208,-1914450684.03469,-15734138132.63878,-6698973490.219475,-6174308750.686885,-11788595578.38961,-7981899721.537498,-9493444133.092684,53985585939.84518,18180844323.92662,930972362.8460867,-8283106060.231892,3792468787.117653,-11514874375.69098,9817574205.305588,36867249733.64127,-59483837334.22136,-37839441924.21013,-14725074293.91807,27231658144.78955
137707346.885666,108755793.3463195,-2832424976.62489,-8691091779.462248,-12301786711.98342,-9740832200.176155,3487157163.96444,5000759954.187849,18180844323.92662,55337044404.17294,-6006147395.104589,405445424.9923103,13663529612.75358,-1578147106.432431,-29926135426.6471,38441647792.44021,-14625684702.82096,-9182368524.797047,42680802213.50763,39234334771.9729
371023796.4898027,-1812609511.432395,-5720369633.828305,-2163503000.937726,14690243508.28998,-20758926121.47866,7163151674.580834,-18104109945.25748,930972362.8460867,-6006147395.104589,73843969611.77583,-822502909.4416047,-1030738923.511937,-23228265801.26211,-6791438679.822609,-5447639934.074757,5958414631.873234,-77223862587.81483,-48494030766.19101,-23809166729.29544
207261457.2303022,-999360068.0510108,-436162649.7860216,4385005137.447186,956703489.123294,-8754679873.552664,-4078623062.209335,22377806447.25507,-8283106060.231892,405445424.9923103,-822502909.4416047,50171816606.54514,22557259068.93164,18421804399.27937,-10946918006.75428,-18265991672.33693,-6664225230.342653,33059889565.68132,31916439260.67011,-17100940468.89359
-178279712.3525783,622560402.9965217,6280730129.7267,6715118781.389949,-9134579486.442816,-10838683255.22316,3955647076.433523,23687488414.40504,3792468787.117653,13663529612.75358,-1030738923.511937,22557259068.93164,67324369744.82686,17066439907.67953,-27264314896.64642,-357077038.377014,-14055164590.36341,-1461692701.706343,48868264514.80588,14501262655.60529
-137909092.2464623,398766812.8844628,-332539859.3170685,4812348976.057641,592062504.1007857,7696110251.776549,-5321719637.213439,28793040895.87772,-11514874375.69098,-1578147106.432431,-23228265801.26211,18421804399.27937,17066439907.67953,61916249836.23329,-5702281865.750134,-8484260116.886489,-6749504209.452825,56203527922.79249,43786291509.97003,-169352966.2422676
716747093.4229466,-3690550596.324234,-13097928778.64133,4285802546.986969,7575613848.215229,6571205543.088823,-40739493970.53604,-9228166793.337906,9817574205.305588,-29926135426.6471,-6791438679.822609,-10946918006.75428,-27264314896.64642,-5702281865.750134,132487160479.5798,-23289305483.41769,-92246003987.38564,7136184222.445013,-53938372834.67793,-54598343152.04822
5012046.517045532,269377910.0533939,-749111577.6913841,-6094139287.101326,-5575991248.588766,231201632.2336112,9871846909.320002,-7960190943.016791,36867249733.64127,38441647792.44021,-5447639934.074757,-18265991672.33693,-357077038.377014,-8484260116.886489,-23289305483.41769,105930383880.6788,-43649816037.31819,-59792818743.45512,14638976133.29204,92642999194.95895
-1226738978.039049,6047788696.679316,22519926875.55688,-7328766032.255503,-6501486768.949892,20718591886.66211,58795589629.23152,-2462749103.282764,-59483837334.22136,-14625684702.82096,5958414631.873234,-6664225230.342653,-14055164590.36341,-6749504209.452825,-92246003987.38564,-43649816037.31819,302847671894.5469,47192947231.10705,-31247014821.94082,-59205413655.72495
-302790902.8511778,1296208599.136824,5360239156.726534,4276869108.230841,-5727171612.884274,14163042207.66624,-2900757229.653855,24978955041.58308,-37839441924.21013,-9182368524.797047,-77223862587.81483,33059889565.68132,-1461692701.706343,56203527922.79249,7136184222.445013,-59792818743.45512,47192947231.10705,261855656595.8002,108699008512.6674,-41119262926.446
-147492332.7831162,862396815.5338205,4114926552.602829,3988871688.66987,-10676556408.21522,-1149371674.73872,-2983866995.72551,24203427579.27582,-14725074293.91807,42680802213.50763,-48494030766.19101,31916439260.67011,48868264514.80588,43786291509.97003,-53938372834.67793,14638976133.29204,-31247014821.94082,108699008512.6674,228168583118.2148,74101206685.11618
-130721062.4450694,979117630.3250976,887053893.6080364,-4248606288.449955,-5390487463.629997,-1599336055.809743,9657549227.571562,-1432281880.959617,27231658144.78955,39234334771.9729,-23809166729.29544,-17100940468.89359,14501262655.60529,-169352966.2422676,-54598343152.04822,92642999194.95895,-59205413655.72495,-41119262926.446,74101206685.11618,187111528828.5024
